W97-0805	Lexical Discrimination With The Italian Version Of WordNet	1997
W10-0714	MTurk Crowdsourcing: A Viable Method for Rapid Discovery of Arabic Nicknames?	2010
W00-1002	ADAM - An Architecture For XML-Based Dialogue Annotation On Multiple Levels	2000
W10-1832	Discourse Relation Configurations in Turkish and an Annotation Environment	2010
W06-2806	Interpreting Genre Evolution On The Web	2006
W04-2603	A Powerful And General Approach To Context Exploitation In Natural Language Processing	2004
W97-0617	Towards A PURE Spoken Dialogue System For Information Access	1997
W10-1837	PackPlay: Mining Semantic Data in Collaborative Games	2010
I08-4007	Stochastic Dependency Parsing Based on A* Admissible Search	2008
W97-0219	Structured Lexicons And Semantic Tagging	1997
W04-1202	Using Argumentation To Retrieve Articles With Similar Citations From MEDLINE	2004
W05-0201	Applications Of Lexical Information For Algorithmically Composing Multiple-Choice Cloze Items	2005
W06-0706	Automating Help-Desk Responses: A Comparative Study Of Information-Gathering Approaches	2006
W09-2905	A re-examination of lexical association measures	2009
W03-1204	Evaluation Of Features For Sentence Extraction On Different Types Of Corpora	2003
W05-0821	Improved Language Modeling For Statistical Machine Translation	2005
W03-1812	An Empirical Model Of Multiword Expression Decomposability	2003
W04-0213	The Potsdam Commentary Corpus	2004
H89-2039	Acoustic Modeling Of Subword Units For Large Vocabulary Speaker Independent Speech Recognition	1989
W09-2008	Curveship: An Interactive Fiction System for Interactive Narrating	2009
W05-0703	Morphological Analysis And Generation For Arabic Dialects	2005
W07-0814	An Amharic Stemmer : Reducing Words to their Citation Forms	2007
H89-1019	Dragon	1989
W94-0313	Towards An Account Of Causation In A Multilingual Text Generation System	1994
W07-0901	Naming the Past: Named Entity and Animacy Recognition in 19th Century Swedish Literature	2007
W07-2012	The SemEval-2007 WePS Evaluation: Establishing a benchmark for the Web People Search Task	2007
W04-2115	Multiword Lexical Acquisition And Dictionary Formalization	2004
H92-1087	Probabilistic Parse Scoring Based On Prosodic Phrasing	1992
W07-2013	SemEval-2007 Task 14: Affective Text	2007
W03-1119	A Sentence Reduction Using Syntax Control	2003
P08-1100	Analyzing the Errors of Unsupervised Learning	2008
W01-1013	Multilingual Authoring: The NAMIC Approach	2001
W93-0228	Intentions Rhetoric Or Discourse Relations? A Case From Multilingual Document Generation	1993
W09-3534	Analysis and Robust Extraction of Changing Named Entities	2009
W01-1625	Melodic Cues To Turn-Taking In English: Evidence From Perception	2001
W08-1704	Multilingual Grammar Resources in Multilingual Application Development	2008
W02-1706	XML-Based NLP Tools For Analysing And Annotating Medical Language	2002
W10-0104	Domain Adaptation meets Active Learning	2010
W06-3409	Pragmatic Discourse Representation Theory	2006
W11-1824	Double Layered Learning for Biological Event Extraction from Text	2011
W09-0441	Fluency Adequacy or HTER? Exploring Different Human Judgments with a Tunable MT Metric	2009
W08-0115	From GEMINI to DiaGen: Improving Development of Speech Dialogues for Embedded Systems	2008
W93-0115	The Long Journey From The Core To The Real Size Of Large LDBs	1993
W11-2156	The BM-I2R Haitian-Cr&#233;ole-to-English translation system description for the WMT 2011 evaluation campaign	2011
W09-0804	A Hybrid Approach for Building Arabic Diacritizer	2009
X96-1059	NEC Corporation And University Of Sheffield: Description Of NEC/Sheffleld System Used For MET Japanese	1996
W07-0301	Applying POMDPs to Dialog Systems in the Troubleshooting Domain	2007
W10-0512	Twitter in Mass Emergency: What NLP Can Contribute	2010
W10-1819	Dependency-Based PropBanking of Clinical Finnish	2010
W03-1301	Gene Name Extraction Using FlyBase Resources	2003
W10-0806	Automatic Extraction of Constructional Schemas	2010
W97-1007	From Psycholinguistic Modelling Of Interlanguage In Second Language Acquisition To A Computational Model	1997
I05-4005	An Integrated Framework for Archiving Processing and Developing Learning Materials for an Endangered Aboriginal Language in Taiwan	2005
W97-0115	Statistical Acquisition Of Terminology Dictionary	1997
W08-0315	The TALP-UPC Ngram-Based Statistical Machine Translation System for ACL-WMT 2008	2008
W09-3101	Repetition and Language Models and Comparable Corpora	2009
W11-1010	Improving MT Word Alignment Using Aligned Multi-Stage Parses	2011
W01-0713	Unsupervised Induction Of Stochastic Context-Free Grammars Using Distributional Clustering	2001
W03-1308	Bio-Medical Entity Extraction Using Support Vector Machines	2003
W11-0611	Colourful Language: Measuring Word-Colour Associations	2011
W10-1613	The TermiNet Project: an Overview	2010
W10-1006	Rethinking Grammatical Error Annotation and Evaluation with the Amazon Mechanical Turk	2010
W10-1617	Text Generation for Brazilian Portuguese: the Surface Realization Task	2010
W04-1309	A Computational Model Of Emergent Simple Syntax: Supporting The Natural Transition From The One-Word Stage To The Two-Word Stage	2004
W06-2101	Spatial Prepositions In Context: The Semantics Of 'near' In The Presence Of Distractor Objects	2006
W07-1029	Discovering contradicting protein-protein interactions in text	2007
H89-1021	The PENMAN Language Generation Project	1989
W10-3218	A hybrid approach to Urdu verb phrase chunking	2010
W08-0110	Speaking without knowing what to say... or when to end	2008
W08-1801	Improving Text Retrieval Precision and Answer Accuracy in Question Answering Systems	2008
W98-0202	Intelligent Network News Reader With Visual User Interface	1998
W08-0213	Studying Discourse and Dialogue with SIDGrid	2008
W09-3030	Simple Parser for Indian Languages in a Dependency Framework	2009
W91-0106	Reversible NLP By Deriving The Grammars From The Knowledge Base	1991
W09-1803	Bounding and Comparing Methods for Correlation Clustering Beyond ILP	2009
W04-2116	Empirical Acquisition Of Differentiating Relations From Definitions	2004
W11-2203	Unsupervised Cross-Lingual Lexical Substitution	2011
W04-0836	Senseval-3: The Catalan Lexical Sample Task	2004
W11-0419	Increasing Informativeness in Temporal Annotation	2011
W10-2503	Parsing and Translation Algorithms Based on Weighted Extended Tree Transducers	2010
W07-2003	SemEval-2007 Task 04: Classification of Semantic Relations between Nominals	2007
W09-3035	Building a Large Syntactically-Annotated Corpus of Vietnamese	2009
W11-1511	What We Know About The Voynich Manuscript	2011
W90-0119	Resolving Plan Ambiguity For Response Generation	1990
W02-1204	Broadening The Scope Of The EAGLES/ISLE Lexical Standardization Initiative	2002
H90-1024	DARPA ATIS Test Results June 1990	1990
W04-1908	Automated Induction Of Sense In Context	2004
W03-0501	Hedge Trimmer: A Parse-And-Trim Approach To Headline Generation	2003
W01-1622	Adding Extra Input/Output Modalities To A Spoken Dialogue System	2001
H91-1095	Robust And Portable Text Processing	1991
W05-0508	Statistics Vs. UG In Language Acquisition: Does A Bigram Analysis Predict Auxiliary Inversion?	2005
W02-1805	Categorical Ambiguity And Information Content: A Corpus-Based Study Of Chinese	2002
W10-1751	METEOR-NEXT and the METEOR Paraphrase Tables: Improved Evaluation Support for Five Target Languages	2010
W98-0605	Construction Of Japanese Nominal Semantic Dictionary Using A NOT B Phrases In Corpora	1998
S10-1047	FBK-IRST: Semantic Relation Extraction Using Cyc	2010
W04-0406	Multiword Expression Filtering For Building Knowledge	2004
W10-1812	Complex Predicates Annotation in a Corpus of Portuguese	2010
W04-0509	Analysis Of Semantic Classes In Medical Text For Question Answering	2004
H92-1062	Syntactic/Semantic Coupling In The BBN DELPHI System	1992
W04-1901	The Hinoki Treebank: Working Toward Text Understanding	2004
W01-0718	Inducing Probabilistic Invertible Translation Grammars From Aligned Texts	2001
W08-0331	Ranking vs. Regression in Machine Translation Evaluation	2008
W09-2209	Can One Language Bootstrap the Other: A Case Study on Event Extraction	2009
W09-2306	A Study of Translation Rule Classification for Syntax-based Statistical Machine Translation	2009
W10-3812	A Discriminative Syntactic Model for Source Permutation via Tree Transduction	2010
W11-2148	The Value of Monolingual Crowdsourcing in a Real-World Translation Scenario: Simulation using Haitian Creole Emergency SMS Messages	2011
W00-1012	Dialogue Management In The Agreement Negotiation Process: A Model That Involves Natural Reasoning	2000
W08-0610	Species Disambiguation for Biomedical Term Identification	2008
W04-0105	Priors In Bayesian Learning Of Phonological Rules	2004
W09-2005	Gaiku : Generating Haiku with Word Associations Norms	2009
W09-2415	SemEval-2010 Task 8: Multi-Way Classification of Semantic Relations Between Pairs of Nominals	2009
W94-0322	Generating Indirect Answers To Yes-No Questions	1994
W04-0809	WSD For Subcategorization Acquisition Task Description	2004
W10-1721	The Cunei Machine Translation Platform for WMT &rsquo;10	2010
W05-0909	METEOR: An Automatic Metric For MT Evaluation With Improved Correlation With Human Judgments	2005
W05-0904	Syntactic Features For Evaluation Of Machine Translation	2005
X96-1014	The SRI TIPSTER II Project	1996
W08-0619	Mapping Clinical Notes to Medical Terminologies at Point of Care	2008
W04-0703	Event Clustering On Streaming News Using Co-Reference Chains And Event Words	2004
W98-1124	Improving Summarization Through Rhetorical Parsing Tuning	1998
W11-2107	Meteor 1.3: Automatic Metric for Reliable Optimization and Evaluation of Machine Translation Systems	2011
W11-0808	Two Types of Korean Light Verb Constructions in a Typed Feature Structure Grammar	2011
W10-3603	Clause Identification and Classification in Bengali	2010
W11-0812	Identifying and Analyzing Brazilian Portuguese Complex Predicates	2011
W93-0309	Extraction Of V-N-Collocations From Text Corpora: A Feasibility Study For German	1993
W01-1204	A Statistical Method For Short Answer Extraction	2001
W06-1706	Web Coverage Of The 2004 US Presidential Election	2006
W98-1228	Selective Attention And The Acquisition Of Spatial Semantics	1998
W98-0315	Anchoring A Lexicalized Tree-Adjoining Grammar For Discourse	1998
N09-3005	Using Language Modeling to Select Useful Annotation Data	2009
W06-2304	A Robust And Efficient Parser For Non-Canonical Inputs	2006
W02-0204	A Semantic Account Of Adverbials As Discourse Connectives	2002
W07-1101	A Measure of Syntactic Flexibility for Automatically Identifying Multiword Expressions in Corpora	2007
N10-3006	Distinguishing Use and Mention in Natural Language	2010
W03-1802	Conceptual Structuring Through Term Variations	2003
W01-0809	Generation Of Vietnamese For French-Vietnamese And English-Vietnamese Machine Translation	2001
W11-0221	Parsing Natural Language Queries for Life Science Knowledge	2011
W05-1207	Discovering Entailment Relations Using Textual Entailment Patterns	2005
P08-1103	Joint Processing and Discriminative Training for Letter-to-Phoneme Conversion	2008
W98-1304	Robust Parsing Using A Hidden Markov Model	1998
W99-0705	The U-TBL System: Logic Programming Tools For Transformation-Based Learning	1999
X93-1021	CRL/BRANDEIS: The DIDEROT System	1993
W05-0801	Association-Based Bilingual Word Alignment	2005
W10-3707	Handling Named Entities and Compound Verbs in Phrase-Based Statistical Machine Translation	2010
H91-1022	The Use Of A Commercial Natural Language Interface In The ATIS Task	1991
W02-0807	Sense Information For Disambiguation: Confluence Of Supervised And Unsupervised Methods	2002
W10-3401	Distributional Semantics and the Lexicon	2010
W03-2906	Building the Croatian Morphological Lexicon	2003
W04-2507	HITIQA: Scenario Based Question Answering	2004
W01-1610	Labeling Corrections And Aware Sites In Spoken Dialogue Systems	2001
W99-0808	An Open Distance Learning Web-Course For NLP In IR	1999
W03-0302	ProAlign: Shared Task System Description	2003
W07-2071	Tor TorMd: Distributional Profiles of Concepts for Unsupervised Word Sense Disambiguation	2007
W04-1507	Categorial Type Logic Meets Dependency Grammar To Annotate An Italian Corpus	2004
W02-0603	Unsupervised Discovery Of Morphemes	2002
W09-0616	Towards a Game-Theoretic Approach to Content Determination	2009
W07-0710	Training Non-Parametric Features for Statistical Machine Translation	2007
W04-3106	Clustering MeSH Representations Of Biomedical Literature	2004
H91-1100	TACITUS: The Abductive Commonsense Inference-Based Text Understanding System	1991
W08-0102	Response-Based Confidence Annotation for Spoken Dialogue Systems	2008
W99-0804	Intranet Learning Tools For NLP	1999
W10-3706	Automatic Extraction of Complex Predicates in Bengali	2010
W06-0402	Control Strategies For Parsing With Freer Word-Order Languages	2006
W11-1402	Understanding Differences in Perceived Peer-Review Helpfulness using Natural Language Processing	2011
W03-1105	Poisson Naive Bayes For Text Classification With Feature Weighting	2003
W05-0302	Merging PropBank NomBank TimeBank Penn Discourse Treebank And Coreference	2005
W03-2905	A Flexemic Tagset for Polish	2003
W04-0902	Solving Logic Puzzles: From Robust Processing To Precise Semantics	2004
W02-1106	Translating Lexical Semantic Relations: The First Step Towards Multilingual Wordnets	2002
W06-3602	Efficient Dynamic Programming Search Algorithms For Phrase-Based SMT	2006
W04-1205	Zone Identification In Biology Articles As A Basis For Information Extraction	2004
W10-1905	A Comparative Study of Syntactic Parsers for Event Extraction	2010
W04-1210	Improving The Identification Of Non-Anaphoric It Using Support Vector Machines	2004
W07-0724	NRC's PORTAGE System for WMT 2007	2007
W98-1409	A New Approach To Expert System Explanations	1998
W10-0907	Semantic Role Labeling for Open Information Extraction	2010
W97-0508	A Tutor For Teaching English As A Second Language For Deaf Users Of American Sign Language	1997
W06-3126	The LDV-COMBO System For SMT	2006
W00-0506	Pre-Processing Closed Captions For Machine Translation	2000
W97-1107	Stochastic Phonological Grammars And Acceptability	1997
I08-3017	Implementing a Speech Recognition System Interface for Indian Languages	2008
H91-1080	Research In Continuous Speech Recognition	1991
W03-0307	Phrase-Based Evaluation Of Word-To-Word Alignments	2003
H90-1014	Evaluating Natural Language Generated Database Records	1990
W04-0858	Word Sense Disambiguation By Web Mining For Word Co-Occurrence Probabilities	2004
W04-1805	Discovering Specific Semantic Relationships Between Nouns And Verbs In A Specialized French Corpus	2004
W03-1725	A Unicode Based Adaptive Segmentor	2003
W11-1507	Enrichment and Structuring of Archival Description Metadata	2011
W97-0704	Automated Text Summarization In SUMMARIST	1997
W10-0903	Semantic Enrichment of Text with Background Knowledge	2010
H92-1024	Inside-Outside Reestimation From Partially Bracketed Corpora	1992
W11-2128	Filtering Antonymous Trend-Contrasting and Polarity-Dissimilar Distributional Paraphrases for Improving Statistical Machine Translation	2011
W01-1605	Building A Discourse-Tagged Corpus In The Framework Of Rhetorical Structure Theory	2001
H89-2060	Generalized Consultation Systems And Knowledge Acquisition	1989
W09-3301	A Novel Approach to Automatic Gazetteer Generation using Wikipedia	2009
W07-1205	Deep Grammars in a Tree Labeling Approach to Syntax-based Statistical Machine Translation	2007
W93-0211	Observations And Directions In Text Structure	1993
H89-2077	White Paper On Spoken Language Systems	1989
W08-1606	Creating and Querying a Domain dependent Know-How Knowledge Base of Advices and Warnings	2008
W09-0437	A Systematic Analysis of Translation Model Search Spaces	2009
W04-0408	Multiword Expressions As Dependency Subgraphs	2004
W97-1514	An Object-Oriented Linguistic Engineering Environment Using LFG (Lexical Functional Grammar) And CG (Conceptual Graphs)	1997
W10-0407	Questions Worth Asking: Intersections between Writing Research and Computational Linguistics	2010
W98-0602	A Dynamic Temporal Logic Of Events Intervals And States For Nominalization In Natural Language	1998
X98-1024	Automatic Text Summarization In TIPSTER	1998
W06-2710	The NITE XML Toolkit: Demonstration From Five Corpora	2006
W98-1410	Macroplanning With A Cognitive Architecture For The Adaptive Explanation Of Proofs	1998
H91-1031	Signal Representation Attribute Extraction And The Use Distinctive Features For Phonetic Classification	1991
W09-0201	One Distributional Memory Many Semantic Spaces	2009
W04-2004	Syntactic Parser Combination For Improved Dependency Analysis	2004
W07-1524	Standoff Coordination for Multi-Tool Annotation in a Dialogue Corpus	2007
W09-0101	Machine Translation and its Philosophical Accounts	2009
W05-0213	Situational Language Training For Hotel Receptionists	2005
H89-2002	Prosody And Parsing	1989
W04-1102	A Preliminary Study On Probabilistic Models For Chinese Abbreviations	2004
W10-1206	Object Search: Supporting Structured Queries in Web Search Engines	2010
W09-0212	A Graph-Theoretic Algorithm for Automatic Extension of Translation Lexicons	2009
W10-1741	L1 Regularized Regression for Reranking and System Combination in Machine Translation	2010
W04-0401	Statistical Measures Of The Semi-Productivity Of Light Verb Constructions	2004
W04-2904	Scoring Algorithms For Wordspotting Systems	2004
W08-1908	Extracting Sense Trees from the Romanian Thesaurus by Sense Segmentation &#x26; Dependency Parsing	2008
W07-1020	What's in a gene name? Automated refinement of gene name dictionaries	2007
W11-1606	Towards Strict Sentence Intersection: Decoding and Evaluation Strategies	2011
P10-3012	A Framework for Figurative Language Detection Based on Sense Differentiation	2010
W07-1202	Perceptron Training for a Wide-Coverage Lexicalized-Grammar Parser	2007
X96-1025	SRA Project For ARPA / USACOM	1996
W02-1905	Extracting Exact Answers To Questions Based On Structural Links	2002
W03-1709	Chinese Lexical Analysis Using Hierarchical Hidden Markov Model	2003
W11-0211	Towards Morphologically Annotated Corpus of Hospital Discharge Reports in Polish	2011
W10-1748	BBN System Description for WMT10 System Combination Task	2010
W09-0611	Learning Lexical Alignment Policies for Generating Referring Expressions for Spoken Dialogue Systems	2009
E09-3006	A Chain-starting Classifier of Definite NPs in Spanish	2009
W08-0205	Strategies for Teaching â€œMixedâ€ Computational Linguistics Classes	2008
W04-2611	Abstraction Summarization For Managing The Biomedical Research Literature	2004
W06-3705	Language Engineering And The Pathway To Healthcare: A User-Oriented View	2006
I05-3002	Using Word-Pair Identifier to Improve Chinese Input System	2005
W11-2604	Syntactic transformations for Swiss German dialects	2011
W00-0903	Comparing Corpora And Lexical Ambiguity	2000
W06-1522	Modeling And Analysis Of Elliptic Coordination By Dynamic Exploitation Of Derivation Forests In LTAG Parsing	2006
W10-0711	Turker-Assisted Paraphrasing for English-Arabic Machine Translation	2010
I08-7001	Development of Bengali Named Entity Tagged Corpus and its Use in NER Systems	2008
W03-1502	Automatic Extraction Of Named Entity Translingual Equivalence Based On Multi-Feature Cost Minimization	2003
W03-2109	Interpreter for Highly Portable Spoken Dialogue System	2003
W11-1206	Bilingual Lexicon Extraction from Comparable Corpora as Metasearch	2011
X96-1052	The Multilingual Entity Task A Descriptive Analysis Of ENAMEX In Spanish	1996
X96-1061	List Of Available Documents	1996
W09-2510	Presupposed Content and Entailments in Natural Language Inference	2009
W04-0307	A Statistical Constraint Dependency Grammar (CDG) Parser	2004
W06-1805	Adjective Based Inference	2006
W11-1819	Using Kybots for Extracting Events in Biomedical Texts	2011
W05-1503	Switch Graphs For Parsing Type Logical Grammars	2005
W09-3010	Human Evaluation of Article and Noun Number Usage: Influences of Context and Construction Variability	2009
W08-1913	Cognitively Salient Relations for Multilingual Lexicography	2008
W10-1404	Application of Different Techniques to Dependency Parsing of Basque	2010
P10-3019	The Use of Formal Language Models in the Typology of the Morphology of Amerindian Languages	2010
W03-0313	Translation Spotting For Translation Memories	2003
W03-1509	Chinese Named Entity Recognition Combining Statistical Model Wih Human Knowledge	2003
W00-0308	Epiphenomenal Grammar Acquisition With GSG	2000
W10-1308	A Multimodal Vocabulary for Augmentative and Alternative Communication from Sound/Image Label Datasets	2010
W01-1018	Human Language Technology And Knowledge Management - Final Roadmap Session	2001
W08-0913	Diagnosing Meaning Errors in Short Answers to Reading Comprehension Questions	2008
H90-1034	Towards Environment-Independent Spoken Language Systems	1990
W09-0604	Is Sentence Compression an NLG task?	2009
H91-1061	Evaluating Text Categorization I	1991
W97-0121	Collocation Lattices And Maximum Entropy Models	1997
W10-1917	Ontology-Based Extraction and Summarization of Protein Mutation Impact Information	2010
W07-1509	Semi-Automated Named Entity Annotation	2007
H89-2024	Text On Tap: The ACL/DCI	1989
W97-0126	A Statistical Approach To Thai Morphological Analyzer	1997
W11-1418	Using Semantic Distance to Automatically Suggest Transfer Course Equivalencies	2011
W07-2033	GYDER: Maxent Metonymy Resolution	2007
S10-1007	SemEval-2 Task 9: The Interpretation of Noun Compounds Using Paraphrasing Verbs and Prepositions	2010
W07-0411	Dependency-Based Automatic Evaluation for Machine Translation	2007
W07-0602	Using Classifier Features for Studying the Effect of Native Language on the Choice of Written Second Language Words	2007
W04-2901	A System For Searching And Browsing Spoken Communications	2004
W04-0714	Topic Identification In Chinese Based On Centering Model	2004
W01-0717	Coreference Resolution With Syntactico-Semantic Rules And Corpus Statistics	2001
W07-0731	The Syntax Augmented MT (SAMT) System at the Shared Task for the 2007 ACL Workshop on Statistical Machine Translation	2007
W09-3413	Resource Report: Building Parallel Text Corpora for Multi-Domain Translation System	2009
W05-0833	Hybrid Example-Based SMT: The Best Of Both Worlds?	2005
W09-0415	Deep Linguistic Multilingual Translation and Bilingual Dictionaries	2009
W09-0205	BagPack: A General Framework to Represent Semantic Relations	2009
H91-1098	Real-Time Speech Recognition System	1991
W10-1411	On the Role of Morphosyntactic Features in Hindi Dependency Parsing	2010
W97-1408	Generating Referential Descriptions In Multimedia Environments	1997
P08-1112	Better Alignments = Better Translations?	2008
W09-3609	FireCite: Lightweight real-time reference string extraction from webpages	2009
W04-1120	A New Chinese Natural Language Understanding Architecture Based On Multilayer Search Mechanism	2004
H92-1004	DARPA February 1992 ATIS Benchmark Test Results	1992
W06-3116	Mood At Work: Ramses Versus Pharaoh	2006
W10-3204	Sequential Tagging of Semantic Roles on Chinese FrameNet	2010
W04-3003	Interactive Machine Learning Techniques For Improving SLU Models	2004
W03-1210	Automatic Detection Of Causal Relations For Question Answering	2003
W07-1025	Information Extraction from Patients' Free Form Documentation	2007
W11-1808	Model Combination for Event Extraction in BioNLP 2011	2011
W06-0130	Chinese Named Entity Recognition With Conditional Probabilistic Models	2006
W09-1304	Learning the Scope of Hedge Cues in Biomedical Texts	2009
W06-0133	Maximum Entropy Word Segmentation Of Chinese Text	2006
W02-0106	Design And Evolution Of A Language Technologies Curriculum	2002
W97-1305	Resolving Anaphoric References On Deficient Syntactic Descriptions	1997
W10-1803	Annotation Scheme for Social Network Extraction from Text	2010
W09-0808	Structure-Based Evaluation of an Arabic Semantic Query Expansion Using the JIRS Passage Retrieval System	2009
W09-3524	A Hybrid Approach to English-Korean Name Transliteration	2009
W97-1304	Automatic Extraction Of Rules For Anaphora Resolution Of Japanese Zero Pronouns From Aligned Sentence Pairs	1997
W05-0503	Using Morphology And Syntax Together In Unsupervised Learning	2005
W04-1302	On Statistical Parameter Setting	2004
W02-1712	Cascaded Regular Grammars Over XML Documents	2002
H86-1014	Multi-Level Description Directed Generation	1986
W08-0130	Making Grammar-Based Generation Easier to Deploy in Dialogue Systems	2008
W11-1716	Automatic Expansion of Feature-Level Opinion Lexicons	2011
W03-0204	PLASER: Pronunciation Learning Via Automatic Speech Recognition	2003
P08-1117	Extraction of Entailed Semantic Relations Through Syntax-Based Comma Resolution	2008
W98-0214	Navigating Maps With Little Or No Sight: An Audio-Tactile Approach	1998
W08-0606	The BioScope corpus: annotation for negation uncertainty and their scope in biomedical texts	2008
W10-2807	Expectation Vectors: A Semiotics Inspired Approach to Geometric Lexical-Semantic Representation	2010
W97-1503	Participatory Design For Linguistic Engineering: The Case Of The GEPPETTO Development Environment	1997
W09-1405	Biomedical Event Extraction without Training Data	2009
H92-1017	Recent Improvements And Benchmark Results For Paramax ATIS System	1992
X98-1012	Research In Information Extraction: 1996-98	1998
W02-0705	Speech Translation Performance Of Statistical Dependency Transduction And Semantic Similarity Transduction	2002
H89-2008	The VOYAGER Speech Understanding System: A Progress Report	1989
H86-1005	Research In Natural Language Processing	1986
W94-0103	AMALGAM: Automatic Mapping Among Lexico-Grammatical Annotation Models	1994
W07-1709	The Best of Two Worlds: Cooperation of Statistical and Rule-Based Taggers for Czech	2007
W09-2404	One Translation Per Discourse	2009
W11-2607	Adapting Slovak ASR for native Germans speaking Slovak	2011
W07-2061	RACAI: Meaning Affinity Models	2007
W11-0504	Who wrote What Where: Analyzing the content of human and automatic summaries	2011
H91-1054	A Study On Speaker-Adaptive Speech Recognition	1991
W98-0712	Augmenting WordNet-Like Lexical Resources With Distributional Evidence: An Application-Oriented Perspective	1998
W98-0206	I Just Played That A Minute Ago! - Designing User Interfaces For Audio Navigation	1998
S10-1039	SEERLAB: A System for Extracting Keyphrases from Scholarly Documents	2010
W10-4006	Multi-Word Expression-Sensitive Word Alignment	2010
S10-1011	SemEval-2010 Task 14: Word Sense Induction &#x26;Disambiguation	2010
W04-1408	Bilingual Concordancers And Translation Memories: A Comparative Evaluation	2004
W06-3105	Why Generative Phrase Models Underperform Surface Heuristics	2006
W09-3106	Train the Machine with What It Can Learn&#x2014;Corpus Selection for SMT	2009
W08-1307	Constructing a Parser Evaluation Scheme	2008
H89-1026	TINA: A Probabilistic Syntactic Parser For Speech Understanding Systems	1989
H91-1058	Session 10: Corpora And Evaluation	1991
W04-1708	Automatic Measuring Of English Language Proficiency Using MT Evaluation Technology	2004
H90-1039	On The Interaction Between True Source Training And Testing Language Models	1990
W97-0212	Sense Tagging In Action Combining Different Tests With Additive Weighangs	1997
W07-2089	UNN-WePS: Web Person Search using co-Present Names and Lexical Chains	2007
W10-4009	Ontology driven content extraction using interlingual annotation of texts in the OMNIA project	2010
W98-1241	Reconciliation Of Unsupervised Clustering Segmentation And Cohesion	1998
W06-2706	Querying XML Documents With Multi-Dimensional Markup	2006
W04-2706	Deep Syntactic Annotation: Tectogrammatical Representation And Beyond	2004
W10-2310	Contextually-Mediated Semantic Similarity Graphs for Topic Segmentation	2010
W04-0817	Semantic Role Labelling With Similarity-Based Generalization Using EM-Based Clustering	2004
X98-1019	Improving English And Chinese Ad-Hoc Retrieval: TIPSTER Text Phase 3 Final Report	1998
W98-1221	Generation Of Simple Turkish Sentences With Systemic-Functional Grammar	1998
W03-0704	Dialogue Management For An Automated Multilingual Call Center	2003
W01-0723	Using ALLiS For Clausing	2001
W02-0604	Unsupervised Learning Of Morphology Without Morphemes	2002
W11-1515	Author Age Prediction from Text using Linear Regression	2011
H89-2016	Data Collection And Evaluation	1989
W04-0853	A Gloss-Centered Algorithm For Disambiguation	2004
I08-4026	A Study of Chinese Lexical Analysis Based on Discriminative Models	2008
W10-3507	Identifying and Ranking Topic Clusters in the Blogosphere	2010
W00-0301	Lessons Learned In Building Spoken Language Collaborative Interface Agents	2000
W04-0822	Augmenting Ensemble Classification For Word Sense Disambiguation With A Kernel PCA Model	2004
W10-0721	Collecting Image Annotations Using Amazon&rsquo;s Mechanical Turk	2010
W09-1418	Syntactic Dependency Based Heuristics for Biological Event Extraction	2009
W10-0507	Towards Modeling Social and Content Dynamics in Discussion Forums	2010
W10-1606	Computational Linguistics in Costa Rica: an overview	2010
W07-2050	MELB-MKB: Lexical Substitution system based on Relatives in Context	2007
W08-0322	Kernel Regression Framework for Machine Translation: UCL System Description for WMT 2008 Shared Translation Task	2008
W10-1703	Findings of the 2010 Joint Workshop on Statistical Machine Translation and Metrics for Machine Translation	2010
H91-1075	Use Of Prosody In Syntactic Disambiguation: An Analysis-By-Synthesis Approach	1991
W10-4012	Multilinguization and Personalization of NL-based Systems	2010
W02-0507	QARAB: A: Question Answering System To Support The Arabic Language	2002
W10-2802	Manifold Learning for the Semi-Supervised Induction of FrameNet Predicates: An Empirical Investigation	2010
W90-0124	Real-Time Generation From Systemic Grammars	1990
W11-2138	Improving Translation Model by Monolingual Data	2011
W01-1509	Tools And Resources For Tree Adjoining Grammars	2001
W06-1205	Detecting Complex Predicates In Hindi Using POS Projection Across Parallel Corpora	2006
W10-0215	NewsViz: Emotional Visualization of News Stories	2010
S10-1082	KSU KDD: Word Sense Induction by Clustering in Topic Space	2010
W05-1007	Frame Semantic Enhancement Of Lexical-Semantic Resources	2005
W11-0209	Building frame-based corpus on the basis of ontological domain knowledge	2011
W98-0708	Linking WordNet Verb Classes To Semantic Interpretation	1998
W07-0406	Machine Translation as Tree Labeling	2007
W04-1605	Systematic Verb Stem Generation For Arabic	2004
W10-1601	Computational Linguistics in Brazil: An Overview	2010
W09-0106	Linguistically Na&iuml;ve != Language Independent: Why NLP Needs Linguistic Typology	2009
W08-0103	Learning N-Best Correction Models from Implicit User Feedback in a Multi-Modal Local Search Application	2008
W07-1018	Interpreting comparative constructions in biomedical text	2007
P09-3007	Accurate Learning for Chinese Function Tags from Minimal Features	2009
W02-1804	Finding The Better Indexing Units For Chinese Information Retrieval	2002
W06-0406	Capturing Disjunction In Lexicalization With Extensible Dependency Grammar	2006
W03-2910	Some Aspects of the Morphological Processing of Bulgarian	2003
W03-1110	Issues In Pre- And Post-Translation Document Expansion: Untranslatable Cognates And Missegmented Words	2003
W05-1510	Probabilistic Models For Disambiguation Of An HPSG-Based Chart Generator	2005
W04-2108	Dictionaries Merger For Text Expansion In Question Answering	2004
W11-1217	An Expectation Maximization Algorithm for Textual Unit Alignment	2011
